age,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,Label
68,yes,no,yes,yes,yes,1,0,203,True
99,yes,yes,yes,yes,yes,1,0,2160,True
86,yes,yes,yes,yes,yes,1,0,703,True
89,yes,no,yes,yes,yes,1,0,1764,True
99,yes,no,yes,yes,yes,1,0,370,True
70,yes,yes,yes,yes,yes,1,0,2241,True
87,no,yes,yes,yes,yes,1,0,354,True
95,yes,yes,yes,yes,no,1,0,1398,True
93,yes,yes,no,yes,yes,1,0,1495,True
77,yes,yes,yes,yes,yes,1,0,2293,True
87,no,yes,yes,yes,yes,1,0,938,True
84,yes,yes,yes,yes,no,1,0,522,True
66,yes,yes,yes,yes,yes,1,0,1576,True
60,yes,yes,yes,no,yes,1,0,874,True
68,yes,yes,yes,no,yes,1,0,2638,True
66,yes,yes,yes,yes,yes,1,0,2988,True
75,yes,yes,yes,yes,yes,1,0,1987,True
89,yes,yes,yes,yes,no,1,0,2074,True
80,yes,yes,no,yes,yes,1,0,2796,True
84,yes,yes,yes,yes,yes,1,0,2926,True
75,yes,yes,yes,yes,yes,1,0,702,True
92,yes,yes,yes,yes,yes,1,0,1119,True
82,yes,yes,yes,yes,yes,1,0,2692,True
86,yes,yes,yes,yes,yes,1,0,1083,True
78,yes,yes,yes,no,yes,1,0,1078,True
74,yes,yes,yes,yes,yes,1,0,1248,True
79,yes,yes,yes,yes,yes,1,0,262,True
94,yes,yes,yes,yes,yes,1,0,2537,True
89,yes,yes,yes,yes,yes,1,0,609,True
73,yes,yes,no,yes,yes,1,0,505,True
87,yes,yes,yes,yes,yes,1,0,704,True
93,yes,yes,yes,yes,yes,1,0,733,True
89,yes,no,yes,yes,yes,1,0,707,True
67,yes,yes,yes,no,yes,1,0,1909,True
93,yes,yes,yes,yes,yes,1,0,21,True
88,yes,yes,yes,no,yes,1,0,1350,True
94,no,yes,yes,yes,yes,1,0,2558,True
67,yes,yes,yes,yes,yes,1,0,621,True
99,yes,no,yes,yes,yes,1,0,1969,True
72,yes,no,yes,yes,yes,1,0,468,True
83,no,yes,yes,yes,yes,1,0,1704,True
70,yes,yes,yes,no,yes,1,0,1823,True
93,yes,yes,yes,yes,yes,1,0,335,True
66,yes,yes,yes,yes,yes,1,0,2338,True
80,yes,yes,yes,yes,yes,1,0,958,True
86,yes,yes,yes,no,yes,1,0,814,True
91,yes,yes,yes,yes,yes,1,0,326,True
66,yes,yes,no,yes,yes,1,0,2053,True
95,yes,yes,yes,yes,yes,1,0,482,True
92,yes,yes,yes,yes,no,1,0,476,True
78,yes,yes,yes,yes,yes,1,0,1924,True
80,yes,yes,yes,yes,yes,1,0,1414,True
97,yes,yes,yes,yes,yes,1,0,2528,True
70,yes,yes,yes,yes,yes,1,0,377,True
84,yes,yes,yes,yes,yes,1,0,2100,True
74,yes,yes,yes,no,yes,1,0,2176,True
86,yes,yes,yes,yes,yes,1,0,2921,True
83,yes,yes,yes,yes,yes,1,0,749,True
100,yes,yes,yes,yes,yes,1,0,1822,True
71,yes,yes,yes,yes,yes,1,0,2149,True
73,yes,yes,yes,yes,yes,1,0,2005,True
68,yes,yes,yes,yes,yes,1,0,790,True
70,yes,yes,yes,yes,yes,1,0,2316,True
86,yes,yes,yes,no,yes,1,0,2249,True
94,yes,yes,yes,yes,yes,1,0,1606,True
64,yes,yes,yes,yes,yes,1,0,2877,True
85,yes,yes,yes,yes,no,1,0,1696,True
90,yes,yes,yes,yes,no,1,0,221,True
69,yes,yes,yes,yes,yes,1,0,783,True
93,yes,yes,yes,yes,yes,1,0,1331,True
100,yes,yes,no,yes,yes,1,0,2671,True
69,yes,yes,yes,yes,no,1,0,1397,True
92,no,yes,yes,yes,yes,1,0,311,True
78,yes,yes,yes,yes,yes,1,0,2840,True
70,yes,yes,yes,yes,no,1,0,1024,True
79,no,yes,yes,yes,yes,1,0,974,True
98,yes,yes,yes,yes,yes,1,0,473,True
75,yes,yes,yes,yes,yes,1,0,2330,True
75,yes,no,yes,yes,yes,1,0,618,True
91,yes,yes,yes,yes,yes,1,0,193,True
99,yes,yes,yes,yes,yes,1,0,2588,True
68,yes,no,yes,yes,yes,1,0,699,True
86,yes,yes,yes,yes,yes,1,0,855,True
89,no,yes,yes,yes,yes,1,0,1728,True
62,yes,yes,yes,yes,yes,1,0,2300,True
67,yes,yes,yes,yes,yes,1,0,2503,True
99,yes,no,yes,yes,yes,1,0,1859,True
66,yes,yes,yes,yes,yes,1,0,530,True
85,yes,yes,yes,no,yes,1,0,2968,True
67,yes,no,yes,yes,yes,1,0,1983,True
89,yes,yes,yes,yes,yes,1,0,2886,True
83,yes,yes,yes,no,yes,1,0,315,True
73,yes,yes,yes,yes,yes,1,0,1840,True
76,yes,yes,yes,yes,yes,1,0,1368,True
79,yes,yes,no,yes,yes,1,0,278,True
75,yes,yes,yes,yes,yes,1,0,871,True
65,yes,yes,no,yes,yes,1,0,2699,True
76,yes,yes,yes,yes,yes,1,0,2811,True
99,yes,yes,yes,yes,yes,1,0,2461,True
96,no,yes,yes,yes,yes,1,0,2210,True
82,yes,yes,yes,yes,no,1,0,2147,True
84,yes,yes,yes,yes,no,1,0,1079,True
89,yes,yes,yes,yes,yes,1,0,147,True
90,yes,yes,no,yes,yes,1,0,1247,True
83,yes,yes,yes,yes,yes,1,0,730,True
77,yes,yes,yes,yes,yes,1,0,1384,True
80,yes,yes,no,yes,yes,1,0,1612,True
64,yes,yes,yes,no,yes,1,0,1943,True
95,no,yes,yes,yes,yes,1,0,55,True
65,yes,yes,yes,yes,no,1,0,2128,True
85,yes,yes,yes,no,yes,1,0,128,True
91,yes,yes,yes,yes,yes,1,0,1972,True
67,yes,no,yes,yes,yes,1,0,2322,True
87,yes,no,yes,yes,yes,1,0,883,True
85,yes,yes,yes,yes,yes,1,0,2883,True
74,yes,yes,yes,no,yes,1,0,1623,True
71,yes,yes,yes,yes,yes,1,0,1750,True
82,yes,yes,yes,yes,no,1,0,1794,True
76,yes,yes,yes,yes,yes,1,0,861,True
100,yes,yes,yes,yes,yes,1,0,2045,True
84,yes,yes,yes,yes,yes,1,0,1451,True
99,yes,yes,yes,yes,yes,1,0,358,True
62,yes,yes,yes,yes,yes,1,0,1288,True
74,yes,yes,yes,yes,yes,1,0,343,True
88,yes,yes,yes,no,yes,1,0,2263,True
94,yes,yes,yes,yes,yes,1,0,2854,True
87,yes,yes,yes,yes,yes,1,0,2165,True
76,yes,yes,yes,yes,yes,1,0,334,True
99,yes,yes,no,yes,yes,1,0,1766,True
100,no,yes,yes,yes,yes,1,0,2750,True
82,yes,yes,yes,yes,yes,1,0,1638,True
100,yes,yes,yes,no,yes,1,0,1141,True
72,yes,no,yes,yes,yes,1,0,172,True
60,yes,yes,yes,yes,yes,1,0,2036,True
93,yes,yes,yes,yes,yes,1,0,809,True
76,yes,no,yes,yes,yes,1,0,429,True
95,yes,yes,yes,no,yes,1,0,386,True
88,yes,yes,yes,yes,yes,1,0,527,True
73,yes,yes,yes,no,yes,1,0,618,True
95,yes,no,yes,yes,yes,1,0,1314,True
93,yes,yes,yes,no,yes,1,0,1939,True
71,yes,yes,yes,yes,no,1,0,23,True
68,yes,yes,yes,yes,yes,1,0,461,True
96,yes,yes,yes,yes,yes,1,0,2573,True
96,yes,yes,yes,yes,no,1,0,2109,True
97,no,yes,yes,yes,yes,1,0,1497,True
80,yes,yes,yes,yes,yes,1,0,90,True
85,yes,yes,yes,yes,yes,1,0,944,True
78,yes,yes,yes,no,yes,1,0,2824,True
83,yes,yes,no,yes,yes,1,0,216,True
73,no,yes,yes,yes,yes,1,0,403,True
74,yes,yes,yes,yes,no,1,0,1098,True
91,yes,yes,yes,yes,yes,1,0,111,True
68,yes,no,yes,yes,yes,1,0,2024,True
66,yes,yes,yes,yes,yes,1,0,1173,True
75,yes,yes,yes,no,yes,1,0,2658,True
91,yes,yes,yes,yes,yes,1,0,861,True
69,yes,yes,no,yes,yes,1,0,2461,True
89,yes,yes,yes,yes,yes,1,0,730,True
88,yes,yes,yes,yes,yes,1,0,2871,True
74,yes,yes,no,yes,yes,1,0,1255,True
75,yes,yes,yes,yes,yes,1,0,928,True
99,no,yes,yes,yes,yes,1,0,814,True
73,yes,yes,yes,yes,no,1,0,1603,True
69,yes,yes,yes,yes,yes,1,0,793,True
70,yes,yes,yes,yes,no,1,0,2300,True
93,yes,yes,yes,no,yes,1,0,1547,True
79,yes,yes,yes,yes,yes,1,0,1489,True
91,yes,yes,yes,yes,yes,1,0,739,True
100,yes,yes,no,yes,yes,1,0,2952,True
90,yes,yes,yes,yes,yes,1,0,2195,True
95,yes,yes,no,yes,yes,1,0,2248,True
67,yes,yes,no,yes,yes,1,0,1056,True
62,yes,yes,yes,yes,yes,1,0,2878,True
96,yes,yes,yes,yes,no,1,0,446,True
82,yes,yes,yes,yes,yes,1,0,1026,True
91,no,yes,yes,yes,yes,1,0,329,True
65,yes,no,yes,yes,yes,1,0,952,True
79,yes,yes,yes,no,yes,1,0,460,True
88,yes,yes,yes,yes,no,1,0,1110,True
60,yes,yes,yes,yes,yes,1,0,2745,True
77,yes,yes,yes,yes,yes,1,0,478,True
73,yes,yes,yes,yes,yes,1,0,50,True
70,yes,no,yes,yes,yes,1,0,1323,True
69,yes,no,yes,yes,yes,1,0,1809,True
86,yes,no,yes,yes,yes,1,0,1685,True
87,yes,yes,yes,yes,yes,1,0,2674,True
85,yes,yes,yes,yes,yes,1,0,460,True
94,yes,yes,yes,yes,yes,1,0,2076,True
75,yes,yes,yes,yes,yes,1,0,59,True
95,yes,yes,yes,no,yes,1,0,97,True
97,yes,yes,yes,yes,yes,1,0,1704,True
62,yes,yes,yes,yes,yes,1,0,2985,True
82,yes,no,yes,yes,yes,1,0,1727,True
78,yes,yes,yes,yes,yes,1,0,478,True
62,yes,yes,yes,yes,yes,1,0,1602,True
91,no,yes,yes,yes,yes,1,0,2142,True
73,yes,yes,yes,yes,yes,1,0,247,True
76,no,yes,yes,yes,yes,1,0,2080,True
98,no,yes,yes,yes,yes,1,0,1503,True
86,yes,yes,no,yes,yes,1,0,1091,True
84,yes,yes,no,yes,yes,1,0,301,True
66,yes,yes,yes,yes,no,1,0,1098,True
82,yes,yes,yes,yes,yes,1,0,2619,True
76,yes,yes,yes,yes,yes,1,0,657,True
98,yes,yes,no,yes,yes,1,0,2320,True
98,yes,yes,yes,yes,yes,1,0,2909,True
78,no,yes,yes,yes,yes,1,0,224,True
97,yes,yes,yes,yes,yes,1,0,139,True
80,yes,yes,yes,yes,no,1,0,2750,True
88,yes,yes,yes,yes,yes,1,0,1606,True
82,yes,yes,yes,yes,yes,1,0,2824,True
94,yes,yes,yes,yes,yes,1,0,544,True
76,yes,yes,no,yes,yes,1,0,2459,True
73,yes,yes,yes,yes,yes,1,0,1240,True
88,yes,yes,yes,yes,yes,1,0,2889,True
73,no,yes,yes,yes,yes,1,0,2745,True
61,yes,yes,yes,yes,yes,1,0,1388,True
94,yes,yes,yes,yes,yes,1,0,2733,True
73,yes,yes,yes,yes,yes,1,0,1317,True
66,yes,yes,yes,no,yes,1,0,678,True
63,yes,no,yes,yes,yes,1,0,1047,True
67,yes,yes,no,yes,yes,1,0,2134,True
80,no,yes,yes,yes,yes,1,0,1407,True
95,yes,yes,yes,yes,yes,1,0,2233,True
77,yes,yes,no,yes,yes,1,0,647,True
92,yes,yes,yes,yes,yes,1,0,1740,True
97,yes,yes,no,yes,yes,1,0,284,True
79,yes,yes,yes,yes,no,1,0,2976,True
69,yes,yes,yes,yes,yes,1,0,656,True
78,yes,yes,yes,yes,no,1,0,2952,True
88,yes,yes,yes,no,yes,1,0,45,True
75,yes,yes,yes,yes,yes,1,0,1944,True
61,yes,yes,yes,yes,yes,1,0,541,True
73,yes,yes,yes,yes,yes,1,0,1931,True
84,yes,yes,yes,yes,yes,1,0,768,True
91,yes,yes,yes,yes,yes,1,0,2974,True
68,yes,yes,yes,yes,yes,1,0,170,True
100,no,yes,yes,yes,yes,1,0,434,True
64,yes,yes,yes,yes,yes,1,0,2850,True
90,yes,no,yes,yes,yes,1,0,1359,True
80,yes,yes,yes,yes,yes,1,0,1840,True
86,yes,yes,yes,no,yes,1,0,32,True
86,yes,yes,no,yes,yes,1,0,771,True
72,yes,no,yes,yes,yes,1,0,1985,True
77,yes,yes,yes,yes,no,1,0,714,True
65,yes,yes,yes,no,yes,1,0,1410,True
94,yes,yes,yes,yes,yes,1,0,1622,True
69,yes,yes,yes,yes,yes,1,0,2536,True
100,yes,yes,yes,no,yes,1,0,2512,True
73,yes,yes,no,yes,yes,1,0,2490,True
83,yes,yes,yes,yes,yes,1,0,412,True
72,yes,yes,yes,no,yes,1,0,1034,True
96,yes,yes,yes,yes,no,1,0,2298,True
67,no,yes,yes,yes,yes,1,0,2671,True
83,yes,yes,yes,no,yes,1,0,2343,True
71,yes,yes,yes,yes,yes,1,0,2088,True
75,yes,yes,yes,yes,yes,1,0,2101,True
82,yes,yes,yes,yes,yes,1,0,2211,True
95,yes,yes,no,yes,yes,1,0,1673,True
79,yes,yes,yes,yes,yes,1,0,2701,True
84,yes,yes,yes,yes,yes,1,0,311,True
88,yes,yes,yes,yes,no,1,0,1253,True
96,yes,yes,yes,yes,yes,1,0,837,True
69,yes,yes,no,yes,yes,1,0,2298,True
85,yes,yes,no,yes,yes,1,0,1789,True
61,yes,yes,yes,yes,yes,1,0,635,True
91,yes,yes,yes,no,yes,1,0,2176,True
82,yes,yes,yes,yes,no,1,0,2262,True
83,yes,yes,yes,yes,yes,1,0,1777,True
61,yes,yes,yes,yes,yes,1,0,2572,True
84,yes,yes,yes,yes,no,1,0,2955,True
93,yes,yes,yes,yes,yes,1,0,2140,True
98,yes,yes,yes,yes,yes,1,0,2380,True
83,yes,no,yes,yes,yes,1,0,2069,True
100,yes,yes,no,yes,yes,1,0,943,True
79,yes,yes,yes,yes,no,1,0,2069,True
96,yes,no,yes,yes,yes,1,0,1587,True
81,yes,yes,yes,yes,yes,1,0,361,True
89,yes,yes,yes,yes,yes,1,0,259,True
98,yes,yes,yes,yes,yes,1,0,1058,True
71,yes,no,yes,yes,yes,1,0,1084,True
89,yes,yes,yes,yes,yes,1,0,575,True
74,yes,yes,yes,yes,yes,1,0,2515,True
86,yes,no,yes,yes,yes,1,0,2734,True
72,yes,yes,yes,yes,yes,1,0,2666,True
89,yes,yes,yes,yes,yes,1,0,1044,True
82,no,yes,yes,yes,yes,1,0,907,True
68,yes,yes,yes,yes,yes,1,0,1197,True
66,yes,no,yes,yes,yes,1,0,87,True
80,yes,yes,yes,yes,yes,1,0,2520,True
75,no,yes,yes,yes,yes,1,0,1505,True
69,yes,yes,yes,yes,yes,1,0,252,True
77,yes,yes,yes,no,yes,1,0,963,True
92,yes,yes,yes,no,yes,1,0,379,True
68,yes,no,yes,yes,yes,1,0,809,True
94,yes,yes,no,yes,yes,1,0,1208,True
84,yes,yes,yes,yes,no,1,0,180,True
86,yes,yes,no,yes,yes,1,0,195,True
68,yes,yes,yes,yes,no,1,0,940,True
88,no,yes,yes,yes,yes,1,0,901,True
96,yes,yes,yes,yes,no,1,0,885,True
82,yes,yes,yes,yes,yes,1,0,1031,True
87,yes,yes,yes,yes,yes,1,0,1225,True
72,yes,yes,yes,yes,no,1,0,1268,True
66,no,yes,yes,yes,yes,1,0,2864,True
84,yes,yes,yes,yes,yes,1,0,2009,True
85,yes,no,yes,yes,yes,1,0,2895,True
96,yes,yes,yes,yes,yes,1,0,201,True
90,no,yes,yes,yes,yes,1,0,2274,True
83,yes,yes,no,yes,yes,1,0,2914,True
100,yes,yes,yes,yes,yes,1,0,0,True
85,yes,yes,yes,no,yes,1,0,2285,True
86,yes,yes,yes,yes,yes,1,0,458,True
69,yes,yes,yes,yes,yes,1,0,408,True
66,yes,no,yes,yes,yes,1,0,2282,True
95,yes,yes,yes,no,yes,1,0,517,True
69,yes,yes,yes,yes,yes,1,0,2939,True
89,yes,yes,yes,yes,yes,1,0,2300,True
68,yes,yes,yes,yes,no,1,0,1195,True
89,yes,yes,yes,yes,no,1,0,2815,True
81,yes,yes,yes,no,yes,1,0,624,True
100,yes,yes,yes,yes,yes,1,0,2250,True
92,yes,no,yes,yes,yes,1,0,1013,True
97,yes,yes,yes,yes,yes,1,0,2704,True
74,yes,yes,yes,yes,yes,1,0,2762,True
83,yes,yes,yes,yes,yes,1,0,1423,True
94,yes,yes,yes,yes,yes,1,0,1674,True
100,yes,yes,yes,yes,yes,1,0,2413,True
84,yes,no,yes,yes,yes,1,0,954,True
75,yes,yes,yes,yes,no,1,0,418,True
87,yes,yes,yes,yes,yes,1,0,2974,True
60,yes,no,yes,yes,yes,1,0,2784,True
75,yes,yes,yes,no,yes,1,0,1296,True
67,yes,yes,yes,yes,yes,1,0,2834,True
80,yes,yes,yes,yes,yes,1,0,1476,True
95,no,yes,yes,yes,yes,1,0,1893,True
100,no,yes,yes,yes,yes,1,0,186,True
97,no,yes,yes,yes,yes,1,0,1202,True
71,yes,yes,yes,yes,yes,1,0,2875,True
68,yes,no,yes,yes,yes,1,0,1156,True
86,yes,yes,yes,yes,yes,1,0,1165,True
93,yes,yes,yes,yes,yes,1,0,142,True
63,yes,yes,no,yes,yes,1,0,1395,True
96,yes,yes,yes,yes,yes,1,0,1954,True
71,yes,yes,yes,yes,no,1,0,2389,True
73,yes,yes,yes,yes,yes,1,0,715,True
85,yes,no,yes,yes,yes,1,0,2372,True
67,yes,yes,yes,yes,yes,1,0,159,True
93,yes,no,yes,yes,yes,1,0,349,True
78,yes,yes,yes,yes,yes,1,0,1852,True
85,yes,yes,yes,no,yes,1,0,767,True
78,yes,yes,yes,no,yes,1,0,1720,True
88,yes,yes,yes,yes,yes,1,0,2513,True
68,yes,yes,yes,yes,yes,1,0,21,True
94,yes,yes,yes,yes,yes,1,0,1580,True
83,yes,yes,yes,yes,no,1,0,2564,True
69,yes,yes,yes,yes,yes,1,0,2895,True
84,yes,yes,yes,yes,yes,1,0,1897,True
66,yes,no,yes,yes,yes,1,0,637,True
77,yes,no,yes,yes,yes,1,0,187,True
70,yes,yes,yes,yes,yes,1,0,657,True
97,yes,yes,yes,yes,yes,1,0,1382,True
89,yes,yes,yes,yes,yes,1,0,1890,True
72,yes,yes,yes,yes,no,1,0,1698,True
96,yes,yes,yes,yes,yes,1,0,2172,True
71,yes,yes,yes,yes,yes,1,0,2882,True
86,yes,yes,yes,yes,yes,1,0,2423,True
75,yes,yes,yes,yes,yes,1,0,776,True
85,yes,yes,yes,no,yes,1,0,1752,True
68,yes,yes,yes,yes,yes,1,0,589,True
78,no,yes,yes,yes,yes,1,0,774,True
99,yes,yes,yes,no,yes,1,0,723,True
77,yes,yes,yes,yes,yes,1,0,2918,True
65,yes,yes,yes,yes,no,1,0,889,True
90,yes,yes,yes,no,yes,1,0,288,True
70,yes,yes,yes,yes,yes,1,0,554,True
77,yes,yes,yes,yes,yes,1,0,75,True
70,no,yes,yes,yes,yes,1,0,1149,True
84,yes,yes,yes,yes,yes,1,0,437,True
81,yes,yes,yes,no,yes,1,0,1854,True
79,yes,yes,yes,yes,yes,1,0,1268,True
93,yes,yes,yes,yes,yes,1,0,2680,True
88,yes,yes,yes,yes,yes,1,0,967,True
77,no,yes,yes,yes,yes,1,0,2081,True
71,yes,no,yes,yes,yes,1,0,556,True
73,yes,yes,yes,yes,yes,1,0,1207,True
94,no,yes,yes,yes,yes,1,0,1929,True
81,yes,yes,yes,yes,yes,1,0,870,True
94,yes,yes,yes,yes,yes,1,0,890,True
95,yes,yes,yes,no,yes,1,0,2761,True
93,yes,yes,yes,yes,yes,1,0,1985,True
76,yes,yes,yes,yes,yes,1,0,1006,True
94,yes,yes,no,yes,yes,1,0,848,True
69,yes,yes,yes,yes,yes,1,0,2144,True
100,yes,yes,yes,yes,yes,1,0,1700,True
80,no,yes,yes,yes,yes,1,0,2603,True
82,yes,yes,no,yes,yes,1,0,886,True
82,yes,yes,yes,yes,no,1,0,1517,True
85,yes,yes,yes,yes,yes,1,0,1874,True
95,yes,yes,yes,yes,yes,1,0,383,True
84,yes,yes,yes,no,yes,1,0,920,True
72,yes,yes,no,yes,yes,1,0,667,True
88,yes,yes,yes,yes,yes,1,0,1717,True
98,yes,yes,yes,yes,yes,1,0,57,True
84,yes,yes,no,yes,yes,1,0,205,True
98,yes,yes,yes,no,yes,1,0,1840,True
74,yes,yes,yes,no,yes,1,0,626,True
87,yes,yes,yes,yes,yes,1,0,2864,True
81,yes,yes,yes,yes,yes,1,0,1141,True
97,yes,yes,yes,yes,yes,1,0,533,True
97,yes,yes,yes,yes,yes,1,0,22,True
66,yes,no,yes,yes,yes,1,0,1658,True
69,yes,yes,yes,yes,yes,1,0,2028,True
70,yes,yes,yes,no,yes,1,0,338,True
68,yes,yes,yes,yes,yes,1,0,1151,True
73,no,yes,yes,yes,yes,1,0,707,True
70,yes,yes,yes,yes,yes,1,0,2159,True
95,yes,yes,yes,yes,yes,1,0,2253,True
65,yes,yes,yes,no,yes,1,0,1309,True
69,yes,yes,yes,yes,no,1,0,2433,True
90,yes,yes,no,yes,yes,1,0,2970,True
100,yes,no,yes,yes,yes,1,0,1471,True
71,no,yes,yes,yes,yes,1,0,942,True
89,yes,no,yes,yes,yes,1,0,764,True
94,yes,yes,yes,no,yes,1,0,513,True
80,no,yes,yes,yes,yes,1,0,2188,True
88,yes,yes,yes,no,yes,1,0,929,True
82,yes,yes,yes,yes,yes,1,0,1531,True
75,yes,yes,yes,yes,no,1,0,652,True
90,yes,yes,yes,no,yes,1,0,2686,True
82,yes,yes,yes,yes,no,1,0,1802,True
70,yes,yes,yes,no,yes,1,0,1488,True
67,yes,yes,yes,yes,yes,1,0,1798,True
63,no,yes,yes,yes,yes,1,0,12,True
81,yes,yes,no,yes,yes,1,0,2204,True
93,yes,yes,no,yes,yes,1,0,573,True
68,yes,yes,yes,no,yes,1,0,1231,True
64,yes,yes,yes,yes,yes,1,0,2325,True
92,yes,yes,yes,yes,no,1,0,459,True
91,yes,yes,yes,yes,yes,1,0,771,True
86,yes,yes,yes,yes,no,1,0,181,True
85,no,yes,yes,yes,yes,1,0,2067,True
98,yes,yes,no,yes,yes,1,0,231,True
75,yes,yes,yes,yes,yes,1,0,2862,True
60,yes,yes,no,yes,yes,1,0,1406,True
94,no,yes,yes,yes,yes,1,0,2501,True
91,yes,yes,yes,yes,yes,1,0,318,True
92,yes,yes,yes,yes,no,1,0,443,True
90,yes,yes,yes,yes,yes,1,0,2306,True
97,yes,yes,yes,yes,yes,1,0,2909,True
81,no,yes,yes,yes,yes,1,0,2644,True
94,yes,yes,yes,no,yes,1,0,603,True
80,yes,yes,yes,yes,yes,1,0,996,True
85,yes,yes,yes,yes,no,1,0,1962,True
86,yes,yes,yes,yes,yes,1,0,1820,True
97,yes,yes,yes,yes,yes,1,0,1186,True
87,no,yes,yes,yes,yes,1,0,2911,True
99,yes,yes,yes,yes,yes,1,0,744,True
82,yes,yes,yes,yes,yes,1,0,1689,True
74,yes,yes,yes,yes,yes,1,0,2052,True
73,yes,yes,yes,no,yes,1,0,627,True
73,yes,yes,yes,yes,yes,1,0,668,True
71,yes,yes,yes,yes,no,1,0,552,True
65,yes,no,yes,yes,yes,1,0,2360,True
65,yes,yes,yes,yes,no,1,0,2104,True
77,yes,yes,yes,yes,yes,1,0,2361,True
67,yes,yes,yes,yes,no,1,0,1908,True
96,no,yes,yes,yes,yes,1,0,2961,True
90,yes,yes,yes,yes,no,1,0,1158,True
79,yes,yes,yes,yes,yes,1,0,1639,True
70,yes,yes,yes,yes,yes,1,0,2821,True
91,yes,yes,yes,no,yes,1,0,2034,True
72,yes,yes,no,yes,yes,1,0,1658,True
73,yes,yes,yes,no,yes,1,0,91,True
90,yes,yes,yes,yes,yes,1,0,558,True
70,yes,yes,yes,yes,no,1,0,1751,True
67,no,yes,yes,yes,yes,1,0,2476,True
83,yes,yes,yes,no,yes,1,0,1001,True
86,yes,yes,yes,yes,yes,1,0,1213,True
78,yes,yes,yes,yes,no,1,0,1376,True
81,no,yes,yes,yes,yes,1,0,1587,True
100,yes,yes,yes,yes,no,1,0,122,True
86,yes,yes,yes,yes,yes,1,0,414,True
89,yes,yes,yes,yes,yes,1,0,2126,True
66,yes,yes,yes,no,yes,1,0,2650,True
72,yes,yes,yes,no,yes,1,0,915,True
85,yes,yes,yes,no,yes,1,0,170,True
84,yes,yes,yes,yes,yes,1,0,2841,True
85,yes,yes,no,yes,yes,1,0,2109,True
89,no,yes,yes,yes,yes,1,0,776,True
96,no,yes,yes,yes,yes,1,0,1044,True
61,yes,yes,yes,yes,yes,1,0,2275,True
81,yes,yes,yes,yes,yes,1,0,2175,True
62,yes,yes,no,yes,yes,1,0,509,True
73,yes,yes,yes,yes,yes,1,0,2609,True
74,yes,yes,yes,yes,yes,1,0,223,True
93,yes,yes,yes,yes,yes,1,0,2704,True
78,yes,yes,yes,yes,yes,1,0,26,True
80,yes,yes,yes,yes,no,1,0,839,True
79,yes,no,yes,yes,yes,1,0,2957,True
92,yes,yes,yes,yes,yes,1,0,415,True
91,yes,yes,yes,yes,no,1,0,1135,True
71,yes,yes,yes,no,yes,1,0,1193,True
99,yes,yes,yes,yes,yes,1,0,1273,True
90,yes,no,yes,yes,yes,1,0,660,True
94,no,yes,yes,yes,yes,1,0,70,True
100,yes,no,yes,yes,yes,1,0,1492,True
96,yes,yes,no,yes,yes,1,0,2292,True
93,yes,no,yes,yes,yes,1,0,2248,True
71,yes,yes,yes,yes,yes,1,0,2226,True
67,yes,yes,yes,yes,no,1,0,1907,True
86,yes,yes,yes,yes,yes,1,0,874,True
89,yes,yes,yes,yes,yes,1,0,2053,True
81,yes,yes,yes,yes,yes,1,0,1800,True
62,yes,yes,yes,yes,yes,1,0,2423,True
100,yes,no,yes,yes,yes,1,0,480,True
84,yes,yes,yes,yes,yes,1,0,2755,True
80,no,yes,yes,yes,yes,1,0,1568,True
94,yes,yes,yes,yes,yes,1,0,2899,True
80,yes,yes,yes,no,yes,1,0,1839,True
93,yes,no,yes,yes,yes,1,0,2586,True
86,yes,no,yes,yes,yes,1,0,2187,True
82,no,yes,yes,yes,yes,1,0,134,True
66,yes,yes,yes,yes,yes,1,0,221,True
79,yes,no,yes,yes,yes,1,0,585,True
84,yes,yes,yes,no,yes,1,0,1661,True
77,yes,yes,yes,yes,yes,1,0,2791,True
91,yes,yes,yes,no,yes,1,0,2108,True
72,yes,yes,yes,yes,yes,1,0,2421,True
66,yes,yes,yes,yes,yes,1,0,1645,True
93,yes,yes,yes,no,yes,1,0,2786,True
66,yes,yes,yes,yes,no,1,0,2708,True
69,yes,yes,yes,yes,yes,1,0,2543,True
96,yes,yes,yes,no,yes,1,0,284,True
98,yes,yes,yes,yes,yes,1,0,749,True
73,yes,yes,yes,yes,yes,1,0,70,True
94,yes,yes,yes,yes,yes,1,0,537,True
75,yes,yes,yes,yes,yes,1,0,2344,True
71,yes,no,yes,yes,yes,1,0,2187,True
80,yes,yes,yes,no,yes,1,0,1170,True
80,yes,yes,no,yes,yes,1,0,912,True
75,yes,yes,yes,yes,yes,1,0,1667,True
89,yes,yes,yes,yes,yes,1,0,1054,True
72,yes,yes,yes,yes,yes,1,0,2003,True
83,yes,yes,yes,yes,yes,1,0,1937,True
100,yes,no,yes,yes,yes,1,0,1907,True
62,yes,yes,no,yes,yes,1,0,1932,True
100,yes,no,yes,yes,yes,1,0,2888,True
88,yes,yes,yes,yes,yes,1,0,455,True
71,yes,yes,yes,yes,yes,1,0,1448,True
71,yes,no,yes,yes,yes,1,0,394,True
92,yes,yes,yes,yes,yes,1,0,1978,True
98,yes,yes,yes,no,yes,1,0,92,True
